candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,non_glowing_required_cells,missing_required_resources,non_glowing_cell_ids,final_score,connected_cells,layout_score,diagnostics
78,false,-1,25.10,251,19371,7484,0,24,10,14,0,cell-a-002|cell-b-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,33854,24,2547123,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-c-001: empty/local stress M->P from adjacent cell-d-002 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=none;strong=[cell-a-001,cell-a-002,cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
79,false,-1,24.90,249,18501,6594,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,24124,24,2546823,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-i-001: empty/local stress K->H from adjacent cell-a-002 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
80,false,-1,24.90,249,18501,6594,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,24124,24,2545423,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-i-001: empty/local stress O->H from adjacent cell-a-002 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
81,false,-1,25.70,257,19381,6892,0,24,10,14,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-003|red-myco-004,27752,24,2632573,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-k-001: empty/local stress B->F from adjacent cell-f-001 (produced); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002]|[cell-b-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002]|[cell-b-001]|[red-myco-003]|[red-myco-004]"
82,false,-1,25.50,255,20075,6890,0,24,11,13,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-004,27677,24,2546333,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-k-001: empty/local stress B->G from adjacent cell-f-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002,red-myco-003]|[cell-b-001]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002,red-myco-003]|[cell-b-001]|[red-myco-004]"
83,false,-1,25.50,255,19893,6845,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,27121,24,2545833,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-k-001: empty/local stress B->J from adjacent cell-f-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
84,false,-1,25.70,257,19381,6892,0,24,10,14,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-003|red-myco-004,27752,24,2630923,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-k-001: empty/local stress C->F from adjacent cell-f-001 (produced); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002]|[cell-b-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002]|[cell-b-001]|[red-myco-003]|[red-myco-004]"
85,false,-1,25.50,255,20075,6890,0,24,11,13,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-004,27677,24,2544723,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-k-001: empty/local stress C->G from adjacent cell-f-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002,red-myco-003]|[cell-b-001]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002,red-myco-003]|[cell-b-001]|[red-myco-004]"
86,false,-1,25.50,255,19893,6845,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,27121,24,2544223,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-k-001: empty/local stress C->J from adjacent cell-f-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
87,false,-1,24.90,249,19487,6660,0,24,11,13,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-004,24056,24,2546633,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-k-002: empty/local stress L->M from adjacent cell-j-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002,red-myco-003]|[cell-b-001]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002,red-myco-003]|[cell-b-001]|[red-myco-004]"
88,false,-1,24.70,247,19127,7780,0,24,11,13,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-004,37497,24,2651243,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-m-001: empty/local stress N->J from adjacent cell-j-001 (produced); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002,red-myco-003]|[cell-b-001]|[red-myco-001]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002,red-myco-003]|[cell-b-001]|[red-myco-001]|[red-myco-004]"
89,false,-1,24.80,248,18500,6596,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,24152,24,2543623,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-n-001: empty/local stress P->D from adjacent cell-q-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
90,false,-1,24.80,248,18500,6596,0,24,9,15,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,24152,24,2548223,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-n-001: empty/local stress M->D from adjacent cell-q-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
91,false,-1,24.90,249,18941,7493,0,24,10,14,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|red-myco-001|red-myco-003|red-myco-004,33834,24,2544873,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-q-001: empty/local stress E->A from adjacent cell-d-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
92,false,-1,26.50,265,19977,7494,0,24,10,14,1,cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,33828,24,2498623,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-a-002: empty/local stress F->C from adjacent cell-d-002 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
93,false,-1,26.10,261,19222,7495,0,24,10,14,1,cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,33843,24,2582823,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-a-002: empty/local stress F->D from adjacent cell-d-002 (produced); alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
94,false,-1,24.90,249,18268,6911,0,24,9,15,2,cell-b-001|cell-c-001|cell-e-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,27038,24,2497823,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-a-002: empty/local stress F->E from adjacent cell-h-001 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-e-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B,L;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[cell-l-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[cell-l-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
95,false,-1,25.50,255,19983,7490,0,24,10,14,1,cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-001|red-myco-003|red-myco-004,33772,24,2496973,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-a-002: empty/local stress F->P from adjacent cell-d-002 (nonzero carried need); alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-001,red-myco-003,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-002]|[cell-b-001]|[red-myco-001]|[red-myco-003]|[red-myco-004]"
96,false,-1,24.70,247,19094,6748,0,24,11,13,1,cell-a-002|cell-b-001|cell-c-001|cell-i-001|cell-k-001|cell-k-002|cell-l-001|cell-m-001|cell-n-001|cell-o-001|cell-p-001|cell-q-001|red-myco-004,25096,24,2559383,"needs-repair cell-a-001: empty/local stress Q->I from adjacent cell-i-001 (produced); cell-k-002: empty/local stress L->A from adjacent red-myco-002 (offered); alive=False;won=False;sustained=0;nonGlowing=cell-a-002,cell-b-001,cell-c-001,cell-i-001,cell-k-001,cell-k-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,red-myco-004;missingResources=B;strong=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002,red-myco-003]|[cell-b-001]|[red-myco-004];weak=[cell-a-001,cell-a-002,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-p-001,cell-q-001]|[cell-f-001,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-m-001,cell-o-001,red-myco-001,red-myco-002,red-myco-003]|[cell-b-001]|[red-myco-004]"
